DEC,HEX,Mode,Alpha Tag,Description,Tag
3963,f7b,D,FF MA 24,Fire Mutual Aid 24,Fire-Tac
3965,f7d,D,EMS MA 07,EMS Mutual Aid 7,EMS-Tac
3967,f7f,D,EMS MA 08,EMS Mutual Aid 8,EMS-Tac
3969,f81,D,EMS MA 09,EMS Mutual Aid 9,EMS-Tac
3971,f83,D,EMS MA 10,EMS Mutual Aid 10,EMS-Tac
3973,f85,D,EMS MA 11,EMS Mutual Aid 11,EMS-Tac
3975,f87,D,EMS MA 12,EMS Mutual Aid 12,EMS-Tac
3977,f89,D,EMS MA 13,EMS Mutual Aid 13,EMS-Tac
3979,f8b,D,EMS MA 14,EMS Mutual Aid 14,EMS-Tac
3981,f8d,D,EMS MA 15,EMS Mutual Aid 15,EMS-Tac
3983,f8f,D,EMS MA 16,EMS Mutual Aid 16,EMS-Tac
3985,f91,D,EMS MA 17,EMS Mutual Aid 17,EMS-Tac
3987,f93,D,EMS MA 18,EMS Mutual Aid 18,EMS-Tac
3989,f95,D,EMS MA 19,EMS Mutual Aid 19,EMS-Tac
3991,f97,D,EMS MA 20,EMS Mutual Aid 20,EMS-Tac
3993,f99,D,EMS MA 21,EMS Mutual Aid 21,EMS-Tac
3995,f9b,D,EMS MA 22,EMS Mutual Aid 22,EMS-Tac
3997,f9d,D,EMS MA 23,EMS Mutual Aid 23,EMS-Tac
3999,f9f,D,EMS MA 24,EMS Mutual Aid 24,EMS-Tac
4035,fc3,D,EMS MA 01,EMS Mutual Aid 1,EMS-Tac
4037,fc5,D,EMS MA 02,EMS Mutual Aid 2,EMS-Tac
4039,fc7,D,EMS MA 03,EMS Mutual Aid 3,EMS-Tac
4041,fc9,D,EMS MA 04,EMS Mutual Aid 4,EMS-Tac
4043,fcb,D,EMS MA 05,EMS Mutual Aid 5,EMS-Tac
4045,fcd,D,EMS MA 06,EMS Mutual Aid 6,EMS-Tac
4047,fcf,D,AirMed LZ UpperE,Air Medical-Landing Zone Upper East [LZ Upper East (TN)],EMS-Tac
4049,fd1,D,AirMed LZ Middle,Air Medical-Landing Zone Middle [LZ Middle (TN)],EMS-Tac
4051,fd3,D,AirMed LZ LowerE,Air Medical-Landing Zone Lower East [LZ Lower East (TN)],EMS-Tac
4053,fd5,D,AirMed LZ West,Air Medical-Landing Zone West [LZ West (TN)],EMS-Tac
3917,f4d,D,UTILTY MA EAST,Utilities Mutual Aid East Tennessee,Utilities
3919,f4f,D,UTILTY MA MIDL,Utilities Mutual Aid Middle Tennessee,Utilities
3921,f51,D,UTILTY MA WEST,Utilities Mutual Aid West Tennessee,Utilities
1471,5bf,D,TN CALL,Hailing Channel,Interop
1473,5c1,D,TN IO 1,Interop 1,Interop
1475,5c3,D,TN IO 2,Interop 2,Interop
1477,5c5,D,TN IO 3,Interop 3,Interop
1479,5c7,D,TN IO 4,Interop 4,Interop
1481,5c9,D,TN IO 5,Interop 5,Interop
1483,5cb,D,TN IO 6,Interop 6,Interop
1485,5cd,D,TN IO 7,Interop 7,Interop
4001,fa1,D,TN IO 8,Interop 8,Interop
4003,fa3,D,TN IO 9,Interop 9,Interop
4005,fa5,D,TN IO 10,Interop 10,Interop
4007,fa7,D,TN IO 11,Interop 11,Interop
4009,fa9,D,TN IO 12,Interop 12,Interop
4011,fab,D,TN IO 13,Interop 13,Interop
4013,fad,D,TN IO 14,Interop 14,Interop
4015,faf,D,TN IO 15,Interop 15,Interop
1539,603,D,TEMA,TEMA,Emergency Ops
3923,f53,T,TEMA EOC 1,Emergency Operations Center 1,Emergency Ops
3925,f55,T,TEMA EOC 2,Emergency Operations Center 2,Emergency Ops
3927,f57,T,TEMA EMA MA,Mutual Aid,Emergency Ops
16005,3e85,D,TEMA SOW 1,Site-on Wheels 1,Emergency Ops
16006,3e86,D,TEMA SOW 2,Site-on Wheels 2,Emergency Ops
16007,3e87,D,TEMA SOW 3,Site-on Wheels 3,Emergency Ops
16008,3e88,D,TEMA SOW 4,Site-on Wheels 4,Emergency Ops
16009,3e89,D,TEMA SOW 5,Site-on Wheels 5,Emergency Ops
16010,3e8a,D,TEMA SOW 6,Site-on Wheels 6,Emergency Ops
16011,3e8b,D,TEMA SOW 7,Site-on Wheels 7,Emergency Ops
16012,3e8c,D,TEMA SOW 8,Site-on Wheels 8,Emergency Ops
16013,3e8d,D,TEMA Comm U,Comm U,Emergency Ops
16022,3e96,D,TEMA Center,Center,Emergency Ops
16023,3e97,D,TEMA East,East,Emergency Ops
16024,3e98,D,TEMA Common 1,Statewide Common 1,Emergency Ops
16025,3e99,D,TEMA Common 2,Statewide Common 2,Emergency Ops
16019,3e93,D,TEMA OPS,State Emergency Operations Center,Emergency Ops
16001,3e81,D,TEMA TAC-1,Tactical 1,Emergency Ops
16002,3e82,D,TEMA TAC-2,Tactical 2,Emergency Ops
16003,3e83,D,TEMA TAC-3,Tactical 3,Emergency Ops
16004,3e84,D,TEMA TAC-4,Tactical 4,Emergency Ops
16000,3e80,D,TEMA TN StateNet,TN State Net,Emergency Ops
16021,3e95,D,TEMA West,West TN Operations,Emergency Ops
16015,3e8f,D,NG TAC-1,Tactical 1,Military
16016,3e90,D,NG TAC-2,Tactical 2,Military
16017,3e91,D,NG TAC-3,Tactical 3,Military
16018,3e92,D,NG TAC-4,Tactical 4,Military
16026,3e9a,D,NG OPS,Statewide Operations,Military
16027,3e9b,D,NG FLT OPS,Air Operations,Military
47034,b7ba,TE,THP-Pursuit1,Statewide Pursuit 1,Law Tac
47035,b7bb,T,THP-Pursuit2,Statewide Pursuit 2,Law Tac
47038,b7be,TE,THP-SW Event,Statewide Events,Law Tac
47046,b7c6,T,THP-Calling,Statewide Calling (Station-to-Station),Law Tac
47049,b7c9,D,THP Radio 47049,"Radio Techs (D2, D6)",Public Works
47051,b7cb,T,THP-Air Disp,Air Dispatch,Law Dispatch
47052,b7cc,T,THP-Calling,Statewide Calling (Station-to-Station),Law Tac
47000,b798,T,THP-D1-Disp1,Dispatch 1,Law Dispatch
47001,b799,TE,THP-D1-Disp2,Dispatch 2,Law Dispatch
47050,b7ca,T,THP-D1-Disp3,Dispatch 3,Law Dispatch
47002,b79a,TE,THP-D1-C2C,Car-to-Car,Law Talk
47003,b79b,TE,THP-D1-Event1,Event 1,Law Tac
47004,b79c,T,THP-D2-Disp1,Dispatch 1,Law Dispatch
47005,b79d,TE,THP-D2-Disp2,Dispatch 2,Law Dispatch
47006,b79e,TE,THP-D2-C2C,Car-to-Car,Law Talk
47007,b79f,TE,THP-D2-Event1,Event 1,Law Tac
47008,b7a0,T,THP-D3-Disp1,THP-D3-Disp1,Law Dispatch
47009,b7a1,TE,THP-D3-Disp2,Dispatch 2,Law Dispatch
47010,b7a2,TE,THP-D3-C2C,Car-to-Car,Law Talk
47011,b7a3,T,THP-D3-Event1,Events 1,Law Tac
47012,b7a4,TE,THP-D3-Event2,Events 2,Law Tac
47013,b7a5,TE,THP-D3-Event3,Events 3,Law Tac
47014,b7a6,T,THP-D4-Disp1,Dispatch 1,Law Dispatch
47015,b7a7,TE,THP-D4-Disp2,Dispatch 2,Law Dispatch
47016,b7a8,TE,THP-D4-C2C,Car-to-Car,Law Talk
47017,b7a9,TE,THP-D4-Event1,Event 1,Law Tac
47018,b7aa,T,THP-D5-Disp1,Dispatch 1,Law Dispatch
47019,b7ab,TE,THP-D5-Disp2,Dispatch 2,Law Dispatch
47020,b7ac,TE,THP-D5-C2C,Car-to-Car,Law Talk
47021,b7ad,TE,THP-D5-Event1,Event 1,Law Tac
47022,b7ae,T,THP-D6-Disp1,Dispatch 1,Law Dispatch
47023,b7af,TE,THP-D6-Disp2,Dispatch 2,Law Dispatch
47024,b7b0,TE,THP-D6-C2C,Car-to-Car,Law Talk
47025,b7b1,TE,THP-D6-Event1,Event 1,Law Tac
47026,b7b2,T,THP-D7-Disp1,Dispatch 1,Law Dispatch
47027,b7b3,TE,THP-D7-Disp2,Dispatch 2,Law Dispatch
47028,b7b4,TE,THP-D7-C2C,Car-to-Car,Law Talk
47029,b7b5,TE,THP-D7-Event1,Event 1,Law Tac
47030,b7b6,T,THP-D8-Disp1,Dispatch 1,Law Dispatch
47031,b7b7,TE,THP-D8-Disp2,Dispatch 2,Law Dispatch
47032,b7b8,TE,THP-D8-C2C,Car-to-Car,Law Talk
47033,b7b9,TE,THP-D8-Event1,Event 1,Law Tac
47097,b7f9,TE,THP-CPU OPS1,Security Operations 1,Law Dispatch
47099,b7fb,TE,THP CPU GSD1,Governor Security Detail 1,Law Tac
47100,b7fc,TE,THP-CPU GSD2,Governor Security Detail 2,Law Tac
47201,b861,De,TBI 1,Operations (Ch 1),Law Tac
47202,b862,De,TBI 2,Operations (Ch 2),Law Tac
47203,b863,De,TBI 3,Operations (Ch 3),Law Tac
47204,b864,Te,TBI 4,Operations (Ch 4),Law Tac
47205,b865,Te,TBI 5,Operations (Ch 5),Law Tac
5538,15a2,D,10th JDTF c2c,Car-to-Car,Law Tac
5539,15a3,DE,10th JDTF Ops 1,Operations 1,Law Tac
5540,15a4,DE,10th JDTF Ops 2,Operations 2,Law Tac
5541,15a5,DE,10th JDTF Ops 3,Operations 3,Law Tac
92,05c,D,TNDOC Transport,Transports,Corrections
15107,3b03,D,TNDOC 15107,Operations,Corrections
15356,3bfc,D,TNDOC 15356 A,Jail Operations A,Corrections
15361,3c01,D,TNDOC 15361 B,Jail Operations B,Corrections
15301,3bc5,D,TNDOC-SF 15301A,Operations A,Corrections
15302,3bc6,D,TNDOC-SF 15302B,Operations B,Corrections
15303,3bc7,D,TNDOC-SF 15303C,Operations C,Corrections
15307,3bcb,D,TNDOC-SF 15307D,Operations D,Corrections
15310,3bce,D,TNDOC-SF 15310E,Operations E,Corrections
15311,3bcf,D,TNDOC-SF 153011F,Operations F,Corrections
15152,3b30,D,TNDOC-BCC Guards,Gaurds,Corrections
15164,3b3c,D,TNDOC-BCC Ops1,Operations 1,Corrections
15165,3b3d,D,TNDOC-BCC Ops2,Operations 2,Corrections
15175,3b47,T,TNDOC-MLCC 15175,Operations,Corrections
15177,3b49,D,TNDOC-MLCC Ops 1,Operations 1,Corrections
15178,3b4a,D,TNDOC-MLCC Ops 2,Operations 2,Corrections
15179,3b4b,T,TNDOC-MLCC Ops 3,Operations 3,Corrections
15180,3b4c,D,TNDOC-MLCC Ops 4,Operations 4,Corrections
15181,3b4d,D,TNDOC-MLCC Ops 5,Operations 5,Corrections
15182,3b4e,D,TNDOC-MLCC Ops 6,Operations 5,Corrections
15188,3b54,T,NECX-SEC,Security,Corrections
15189,3b55,T,NECX-U MGT,U Management,Corrections
15190,3b56,D,NECX-MTNC,Mountain City,Corrections
15191,3b57,D,NECX-CERT,CERT Team,Corrections
15192,3b58,D,NECX-ADMIN,Administration,Corrections
15193,3b59,D,NECX-LLINES,L-Lines,Corrections
15194,3b5a,D,NECX-TALK,Talk,Corrections
15195,3b5b,D,NECX-MIS,Miscellaneous,Corrections
15196,3b5c,D,NECX-WORK,Work Crew,Corrections
15197,3b5d,D,NECX-10,Operations (Ch 10),Corrections
15198,3b5e,D,NECX-EMER,Emergency,Corrections
15115,3b0b,D,NWCX Control 1,Jail Control 1,Corrections
15033,3ab9,D,NWCX Control 2,Jail Control 2,Corrections
15091,3af3,D,NWCX Control 3,Jail Control 3,Corrections
15092,3af4,D,NWCX Jail,Jail Operations,Corrections
15357,3bfd,D,NWCX Site 1,Site 1 Operations,Corrections
15355,3bfb,D,NWCX Site 2,Site 2 Operations,Corrections
15359,3bff,D,NWCX Unit 1,Unit 1,Corrections
15354,3bfa,D,NWCX 15354,Operations (patch?),Corrections
15365,3c05,D,NWCX 15365,Operations,Corrections
15369,3c09,D,NWCX 15369,Operations,Corrections
15001,3a99,D,TNDOC-PCF Transp,Transportation,Corrections
15004,3a9c,D,TNDOC-PCF 15004,Operations 15004,Corrections
15011,3aa3,D,TNDOC-PCF Custod,Custodian Crew,Corrections
15012,3aa4,D,TNDOC-PCF Guards,Guards,Corrections
101,065,D,TNDOC-RMSI A,Operations A,Corrections
102,066,D,TNDOC-RMSI B,Operations B,Corrections
105,069,D,TNDOC-RMSI C,Operations C,Corrections
107,06b,D,TNDOC-RMSI Cntrl,Control,Corrections
108,06c,T,TNDOC-RMSI E,Operations E,Corrections
15036,3abc,D,TNDOC-RMSI F,Operations F,Corrections
15038,3abe,D,TNDOC-RMSI G,Operations G,Corrections
15039,3abf,D,TNDOC-RMSI H,Operations H,Corrections
15094,3af6,D,TNDOC-RMSI I,Operations I,Corrections
15105,3b01,D,TNDOC-RMSI Ops 1,Ops 1,Corrections
15106,3b02,D,TNDOC-RMSI Ops 2,Ops 2,Corrections
15187,3b53,D,TNDOC-SCC 1,Main,Corrections
20,014,T,TNDOC-TPFW A,Operations A,Corrections
21,015,T,TNDOC-TPFW Cntrl,Control,Corrections
22,016,T,TNDOC-TPFW C,Operations C,Corrections
23,017,T,TNDOC-TPFW D,Operations D,Corrections
24,018,T,TNDOC-TPFW E,Operations E,Corrections
15037,3abd,D,TNDOC-TCF A,Operations A,Corrections
15045,3ac5,D,TNDOC-TCF B,Operations B,Corrections
15049,3ac9,D,TNDOC-TCF C,Operations C,Corrections
15266,3ba2,D,TNDOC-WTSP Cntrl,Control,Corrections
15267,3ba3,D,TNDOC-WTSP Talk1,Talk 1,Corrections
15268,3ba4,D,TNDOC-WTSP A,Operations A,Corrections
15270,3ba6,D,TNDOC-WTSP B,Operations B,Corrections
15278,3bae,D,TNDOC-WTSP C,Operations C,Corrections
15283,3bb3,D,TNDOC-WTSP D,Operations D,Corrections
15286,3bb6,D,TNDOC-WTSP E,Operations E,Corrections
15287,3bb7,D,TNDOC-WTSP F,Operations F,Corrections
15062,3ad6,D,Whtv Corr Fac,Operations,Corrections
15201,3b61,T,TWRA R1 DISP1,Region 1 Dispatch 1 - West Tennessee,Law Dispatch
15203,3b63,TE,TWRA R1 DISP2,Region 1 Dispatch 2 - West Tennessee,Law Dispatch
15204,3b64,Te,TWRA R1 TAC,Region 1 Tactical - West Tennessee,Law Tac
15202,3b62,T,TWRA R1 MNT,Region 1 Maintenance - West Tennessee,Public Works
15205,3b65,T,TWRA R2 DISP1,Region 2 Dispatch 1 - Middle Tennessee,Law Dispatch
15207,3b67,TE,TWRA R2 DISP2,Region 2 Dispatch 2 - Middle Tennessee,Law Dispatch
15208,3b68,Te,TWRA R2 TAC,Region 2 Tactical - Middle Tennessee,Law Tac
15206,3b66,T,TWRA R2 MNT,Region 2 Maintenance - Middle Tennessee,Public Works
15209,3b69,T,TWRA R3 DISP1,Region 3 Dispatch 1 - Cumberland Plateau,Law Dispatch
15211,3b6b,TE,TWRA R3 DISP2,Region 3 Dispatch 2 - Cumberland Plateau,Law Dispatch
15212,3b6c,Te,TWRA R3 TAC,Region 3 Tactical - Cumberland Plateau,Law Tac
15210,3b6a,T,TWRA R3 MNT,Region 3 Maintenance - Cumberland Plateau,Public Works
15213,3b6d,T,TWRA R4 DISP1,Region 4 Dispatch 1 - East Tennessee,Law Dispatch
15215,3b6f,TE,TWRA R4 DISP2,Region 4 Dispatch 2 - East Tennessee,Law Dispatch
15216,3b70,Te,TWRA R4 TAC,Region 4 Tactical - East Tennessee,Law Tac
15214,3b6e,T,TWRA R4 MNT,Region 4 Maintenance - East Tennessee,Public Works
15217,3b71,T,TWRA COMMT,Communications Tech,Public Works
16043,3eab,D,TDEC BCMSP OP1,Bicentennial Capitol Mall State Park (Ch 1),Law Dispatch
16044,3eac,D,TDEC BCMSP OP2,Bicentennial Capitol Mall State Park (Ch 2),Law Tac
47172,b844,D,TDEC LONGHSP OP1,Long Hunters State Park (Ch 1),Law Dispatch
47270,b8a6,D,Cmbrlnd Trail SP,Cumberland Trail State Park Rangers,Law Tac
47115,b80b,D,TDOH-RMCC,Regional Medical Communications Centers,Emergency Ops
47116,b80c,D,TDOH-EMS OPS,EMS: Statewide Operations,Emergency Ops
47117,b80d,D,TDOH-PH,Public Health,Emergency Ops
47118,b80e,D,TDOH-WTR,West TN Regional Public Health Office,Emergency Ops
47119,b80f,D,TDOH-MCR,Mid Cumberland Regional Public Health Office,Emergency Ops
47120,b810,D,TDOH-ETR,East TN Regional Public Health Office,Emergency Ops
47121,b811,D,TDOH-SCR,South Central TN Regional Public Health Office,Emergency Ops
47122,b812,D,TDOH-SER,Southeast TN Regional Public Health Office,Emergency Ops
47123,b813,D,TDOH-NER,Northeast TN Regional Public Health Office,Emergency Ops
47149,b82d,D,TDOH-UCR,Upper Cumberland Regional Public Health Office,Emergency Ops
1389,56d,D,Lifeforce Disp,Erlanger Life Force: Dispatch,EMS Dispatch
1390,56e,D,Lifeforce Tac-1,Erlanger Life Force: Tac-1,EMS-Tac
1392,570,D,Lifeforce Tac-2,Erlanger Life Force: Tac-2,EMS-Tac
1391,56f,D,Lifeforce MedNet,Erlanger Life Force: Med Net,Hospital
48255,bc7f,T,Highlands Air,Highlands Emergency Air Rescue/Transport,EMS Dispatch
47310,b8ce,D,Lifestar AirGrnd,University of Tennessee Lifestar: Air-to-Ground Dispatch,EMS Dispatch
47311,b8cf,D,Lifestar AirTac1,University of Tennessee Lifestar: Air-to-Air Tac-1,EMS-Tac
47312,b8d0,D,Lifestar Landing,University of Tennessee Lifestar: Landing Zone Tac-2,EMS-Tac
47313,b8d1,D,Lifestar Admin,University of Tennessee Lifestar: Ground Ops Admin/Talkaround,EMS-Talk
48250,bc7a,D,Vandr LifeFlight,Vanderbilt University Medical Center LifeFlight: Statewide Ops,EMS-Tac
30448,76f0,T,JOHNSON CITY,EMS Encode: Johnson City Medical Center (Washington County),Hospital
30449,76f1,T,FRANKLIN WOODS,EMS Encode: Franklin Woods Hospital (Washington County),Hospital
30450,76f2,T,VA J QUILLEN,EMS Encode: Veterans Admin Hospital (Washington County),Hospital
48209,bc51,T,GREENVLLE EAST,EMS Encode: Greeneville East,Hospital
49600,c1c0,T,JCITY MEDCOM1,Johnson City MEDCOM 1,EMS Dispatch
49601,c1c1,T,SYCAMORE SHLS,EMS Encode: Sycamore Shoals,Hospital
49602,c1c2,T,DICKENSEN,EMS Encode: Dickensen,Hospital
49603,c1c3,T,HANCOCK,EMS Encode: Hancock,Hospital
49604,c1c4,T,HAWKINS,EMS Encode: Hawkins,Hospital
49605,c1c5,T,JOHNSON,EMS Encode: Johnson,Hospital
49606,c1c6,T,LEE,EMS Encode: Lee,Hospital
49607,c1c7,T,RUSSELL,EMS Encode: Russell,Hospital
49608,c1c8,T,SMYTH,EMS Encode: Smyth,Hospital
49609,c1c9,T,BRISTOL,EMS Encode: Bristol,Hospital
49610,c1ca,T,HOLSTON VALLY,EMS Encode: Holston Valley,Hospital
49611,c1cb,T,INDIAN PATH,EMS Encode: Indian Path,Hospital
49612,c1cc,T,UNICOI,EMS Encode: Unicoi,Hospital
49613,c1cd,T,JCITY MEDCOM2,Johnson City MEDCOM 2,EMS Dispatch
49614,c1ce,T,JCITY MEDCTRL,Johnson City Medical Control,EMS Dispatch
49615,c1cf,T,ED 10,EMS Encode: ED 10,Hospital
49616,c1d0,T,JOHNSTON MEM,EMS Encode: Johnston Memorial,Hospital
49617,c1d1,T,NISWONGER,EMS Encode: Niswonger,Hospital
49618,c1d2,T,LONESOME PINE,EMS Encode: Lonesome Pine,Hospital
49619,c1d3,T,NORTON,EMS Encode: Norton,Hospital
49640,c1e8,T,ED 11,EMS Encode: ED 11,Hospital
49649,c1f1,T,ED 12,EMS Encode: ED 12,Hospital
49620,c1d4,T,KNOX MEDCOM1,Knoxville MEDCOM 1,EMS Dispatch
49621,c1d5,T,METHODIST MED,EMS Encode: Methodist Med Ctr,Hospital
49622,c1d6,T,BLOUNT,EMS Encode: Blount Memorial,Hospital
49623,c1d7,T,LAFOLLETTE,EMS Encode: LaFollette,Hospital
49624,c1d8,T,CLAIBORNE,EMS Encode: Claiborne,Hospital
49625,c1d9,T,NEWPORT,EMS Encode: Newport,Hospital
49626,c1da,T,MORRISTOWN,EMS Encode: Morristown,Hospital
49627,c1db,T,JEFFERSON,EMS Encode: Jefferson Mem,Hospital
49628,c1dc,T,EAST TN CHILD,EMS Encode: E TN Childrens,Hospital
49629,c1dd,T,FORT SANDERS,EMS Encode: Fort Sanders,Hospital
49630,c1de,T,NORTH KNOX,EMS Encode: North Knox,Hospital
49631,c1df,T,PARK WEST,EMS Encode: Park West,Hospital
49632,c1e0,T,TURKEY CRK,EMS Encode: Turkey Creek,Hospital
49633,c1e1,T,UT MED CENTER,EMS Encode: UT Med Ctr,Hospital
49634,c1e2,T,FORT LOUDOUN,EMS Encode: Fort Loudoun,Hospital
49635,c1e3,T,SWEETWATER,EMS Encode: Sweetwater,Hospital
49636,c1e4,T,ROANE,EMS Encode: Roane Med Ctr,Hospital
49637,c1e5,T,BIG STH FORK,EMS Encode: Big South Fork,Hospital
49638,c1e6,T,LECONTE,EMS Encode: Leconte,Hospital
49646,c1ee,T,ED 22,EMS Encode: ED 22,Hospital
49648,c1f0,T,ED 20,EMS Encode: ED 20,Hospital
49650,c1f2,T,KNOX MEDCTRL,Knoxville Medical Control,EMS Dispatch
49651,c1f3,T,KNOX MEDCOM2,Knoxville MEDCOM 2,EMS Dispatch
49653,c1f5,T,ED 21,EMS Encode: ED 21,Hospital
49654,c1f6,T,JELLICO,EMS Encode: Jellico,Hospital
1187,4a3,T,CHAT MEDCOM 1,Chattanooga MEDCOM 1 (Hamilton County),EMS Dispatch
1203,4b3,T,ERLANGER,EMS Encode: Erlanger Medical Center (Hamilton County),Hospital
1205,4b5,T,ERL NORTH,EMS Encode: Erlanger North Hospital (Hamilton County),Hospital
1207,4b7,T,MEMORIAL,EMS Encode: Memorial Hospital (Hamilton County),Hospital
1209,4b9,T,MEM HIXON,EMS Encode: Memorial Hixon Hospital (Hamilton County),Hospital
1211,4bb,T,PARKRDG,EMS Encode: Parkridge Hospital (Hamilton County),Hospital
1212,4bc,T,PMC CAMP JORDN,EMS Encode: Parkridge Camp Jordan (Hamilton County),Hospital
1213,4bd,T,PARKRDG EAST,EMS Encode: Parkridge East Hospital (Hamilton County),Hospital
1214,4be,T,PMC SODDY,EMS Encode: Parkridge Soddy-Daisy (Hamilton County),Hospital
1215,4bf,T,TCTCH ER,EMS Encode: TC Thompson Children's Hospital (Hamilton County),Hospital
1259,4eb,T,CHAT MEDCOM 2,Chattanooga MEDCOM 2 (Hamilton County),EMS Dispatch
1423,58f,T,CHAT MED CTRL,Chattanooga Medical Control (Hamilton County),EMS Dispatch
1565,61d,T,MEM N GA,EMS Encode: Memorial (GA) (Hamilton County),Hospital
1567,61f,T,ERL EAST,EMS Encode: Erlanger East (Gunbarrel Campus) (Hamilton County),Hospital
2123,84b,T,PARKRDG NORTH,EMS Encode: Parkridge North Hospital (Hamilton County),Hospital
5534,159e,T,Vitruvian CLV,EMS Encode: Cleveland Vitruvian Bradley Medical Center (Bradley County),Hospital
7025,1b71,T,RHEA MED CTR,EMS Encode: Rhea Medical Center (Rhea County),Hospital
12021,2ef5,T,HAMILTON MC,EMS Encode: Hamilton (GA) (Whitfield County),Hospital
49642,c1ea,T,ED 32,EMS Encode: ED 32,Hospital
49643,c1eb,T,ED 31,EMS Encode: ED 31,Hospital
49644,c1ec,T,SEWANEE,EMS Encode: Sewanee,Hospital
49645,c1ed,T,WINCHESTER,EMS Encode: Winchester,Hospital
49652,c1f4,T,ED 30,EMS Encode: ED 30,Hospital
49655,c1f7,T,PARKRDG WEST,EMS Encode: Parkridge West,Hospital
49656,c1f8,T,STARR ETOWAH,EMS Encode: STARR Etowah,Hospital
49657,c1f9,T,STARR ATHENS,EMS Encode: STARR Athens,Hospital
